,Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
816,5,2011-10-14,72.36,3.2739999999999996,,,,,,217.9237458,6.3,False
817,5,2011-10-21,66.9,3.353,,,,,,218.0852999,6.3,False
818,5,2011-10-28,69.27,3.372,,,,,,218.2468539,6.3,False
819,5,2011-11-04,56.71,3.332,,,,,,218.408408,6.3,False
820,5,2011-11-11,60.71,3.2969999999999997,2971.48,1943.2,60.03,757.33,1040.96,218.56996209999997,6.3,False
821,5,2011-11-18,64.33,3.3080000000000003,952.21,116.11,95.01,295.13,4368.45,218.793912,6.3,False
822,5,2011-11-25,61.93,3.236,107.42,7.0,29333.06,8.0,826.06,219.04282039999998,6.3,True
823,5,2011-12-02,51.14,3.1719999999999997,2359.44,4.0,658.01,901.67,24751.93,219.2917287,6.3,False
824,5,2011-12-09,44.12,3.158,2546.5,,83.07,523.27,3118.64,219.540637,6.3,False
825,5,2011-12-16,54.42,3.159,802.42,,78.77,319.84,1940.54,219.7596266,6.3,False
826,5,2011-12-23,50.33,3.112,225.21,0.15,427.57,,1443.04,219.93872459999997,6.3,False
827,5,2011-12-30,45.62,3.1289999999999996,1938.28,17079.76,72.93,162.33,1211.95,220.11782259999998,6.3,True
828,5,2012-01-06,50.21,3.157,4602.39,6733.6,35.03,621.64,3507.24,220.2969205,5.943,False
829,5,2012-01-13,48.86,3.261,3408.93,3666.32,1.71,137.88,1706.42,220.4760185,5.943,False
830,5,2012-01-20,54.65,3.2680000000000002,761.25,2100.24,,132.63,1276.75,220.56941040000004,5.943,False
831,5,2012-01-27,54.63,3.29,573.64,969.68,,12.0,861.28,220.6628023,5.943,False
832,5,2012-02-03,57.35,3.36,23811.41,1349.62,23.82,14928.42,3186.52,220.75619410000002,5.943,False
833,5,2012-02-10,48.57,3.409,4239.28,2725.8,1.53,3682.89,3234.79,220.849586,5.943,True
834,5,2012-02-17,48.25,3.51,5548.48,1958.52,1.76,2662.84,2820.38,221.0106341,5.943,False
835,5,2012-02-24,57.75,3.555,2220.32,1407.4,,145.46,2657.52,221.22242430000003,5.943,False
836,5,2012-03-02,60.66,3.63,6172.7,123.32,1.0,3063.26,1213.59,221.43421459999996,5.943,False
837,5,2012-03-09,57.69,3.6689999999999996,1842.42,51.27,2.0,109.67,5043.45,221.6460048,5.943,False
838,5,2012-03-16,63.55,3.734,1879.87,30.7,2.24,585.12,1765.08,221.7989713,5.943,False
839,5,2012-03-23,64.44,3.787,694.24,32.75,5.59,210.09,775.7,221.8735063,5.943,False
840,5,2012-03-30,67.76,3.845,5097.87,25.2,2.7,322.57,1790.31,221.9480412,5.943,False
841,5,2012-04-06,70.4,3.891,5174.35,,6.48,1489.1,2264.89,222.0225762,5.801,False
842,5,2012-04-13,70.56,3.891,1562.33,758.49,,206.0,1642.42,222.0971111,5.801,False
843,5,2012-04-20,67.33,3.877,1197.53,225.78,3.0,247.94,1499.51,222.1512315,5.801,False
844,5,2012-04-27,68.96,3.8139999999999996,1127.44,,5.05,33.35,2598.67,222.20535189999998,5.801,False
845,5,2012-05-04,77.1,3.7489999999999997,6396.61,,83.63,1183.64,2813.83,222.2594722,5.801,False
846,5,2012-05-11,73.45,3.688,4668.2,,42.75,709.19,1740.42,222.3135926,5.801,False
847,5,2012-05-18,70.45,3.63,2639.05,,65.34,243.73,2119.63,222.33044300000003,5.801,False
848,5,2012-05-25,78.23,3.5610000000000004,3784.86,,431.99,225.2,2239.68,222.3323853,5.801,False
849,5,2012-06-01,79.72,3.5010000000000003,2840.78,,41.58,393.41,2114.0,222.3343277,5.801,False
850,5,2012-06-08,81.02,3.452,4488.47,,0.24,231.16,1246.89,222.33627,5.801,False
851,5,2012-06-15,81.64,3.3930000000000002,1911.02,0.95,0.04,570.11,1828.62,222.34929010000002,5.801,False
852,5,2012-06-22,80.57,3.346,2046.93,8.8,,677.36,2762.83,222.3900046,5.801,False
853,5,2012-06-29,87.08,3.286,1053.25,12.75,,113.8,1300.11,222.4307191,5.801,False
854,5,2012-07-06,82.35,3.227,2592.37,2.65,52.06,914.36,2768.98,222.4714336,5.603,False
855,5,2012-07-13,80.78,3.2560000000000002,1471.06,1.0,12.0,889.18,798.44,222.51214810000002,5.603,False
856,5,2012-07-20,81.05,3.3110000000000004,964.82,13.48,3.39,278.93,1050.13,222.5209358,5.603,False
857,5,2012-07-27,85.06,3.407,2696.67,7.75,0.36,3104.68,2152.23,222.52972340000002,5.603,False
858,5,2012-08-03,86.91,3.417,7365.26,14.48,0.7,3640.7,2517.31,222.5385111,5.603,False
859,5,2012-08-10,86.96,3.4939999999999998,3261.56,15.0,0.5,1687.13,2102.31,222.54729869999997,5.603,False
860,5,2012-08-17,87.52,3.571,1649.56,-10.98,2.31,1955.75,1205.23,222.6276753,5.603,False
861,5,2012-08-24,79.45,3.62,1985.37,68.0,4.54,627.6,1355.17,222.76174369999998,5.603,False
862,5,2012-08-31,84.25,3.638,5211.69,49.0,13.0,2799.14,2740.48,222.89581209999997,5.603,False
863,5,2012-09-07,86.3,3.73,2797.26,1.9,9.61,968.75,2069.3,223.02988050000002,5.603,True
864,5,2012-09-14,76.65,3.717,2027.18,4.0,4.55,1354.97,3535.01,223.1734167,5.603,False
