,Store,Dept,Date,Weekly_Sales,IsHoliday
39884,5,1,2011-11-25,9770.76,True
39885,5,1,2011-12-02,11761.28,False
39886,5,1,2011-12-09,12086.87,False
39887,5,1,2011-12-16,15344.65,False
39888,5,1,2011-12-23,17702.22,False
39889,5,1,2011-12-30,10107.45,True
39890,5,1,2012-01-06,8092.11,False
39891,5,1,2012-01-13,9077.81,False
39892,5,1,2012-01-20,8693.53,False
39893,5,1,2012-01-27,9485.99,False
39894,5,1,2012-02-03,10252.35,False
39895,5,1,2012-02-10,12558.72,True
39896,5,1,2012-02-17,16925.06,False
39897,5,1,2012-02-24,8987.21,False
39898,5,1,2012-03-02,9930.02,False
39899,5,1,2012-03-09,9739.46,False
39900,5,1,2012-03-16,10612.87,False
39901,5,1,2012-03-23,11845.17,False
39902,5,1,2012-03-30,12374.57,False
39903,5,1,2012-04-06,21004.49,False
39904,5,1,2012-04-13,13402.45,False
39905,5,1,2012-04-20,8719.73,False
39906,5,1,2012-04-27,9415.89,False
39907,5,1,2012-05-04,9319.43,False
39908,5,1,2012-05-11,8470.26,False
39909,5,1,2012-05-18,9179.3,False
39910,5,1,2012-05-25,9167.85,False
39911,5,1,2012-06-01,9442.66,False
39912,5,1,2012-06-08,8904.1,False
39913,5,1,2012-06-15,8972.27,False
39914,5,1,2012-06-22,9177.87,False
39915,5,1,2012-06-29,9103.46,False
39916,5,1,2012-07-06,9215.62,False
39917,5,1,2012-07-13,9323.17,False
39918,5,1,2012-07-20,9513.66,False
39919,5,1,2012-07-27,9303.88,False
39920,5,1,2012-08-03,9349.21,False
39921,5,1,2012-08-10,8631.27,False
39922,5,1,2012-08-17,9279.56,False
39923,5,1,2012-08-24,9106.92,False
39924,5,1,2012-08-31,9680.49,False
39925,5,1,2012-09-07,9584.31,True
39926,5,1,2012-09-14,10021.23,False
39927,5,1,2012-09-21,10956.4,False
39928,5,1,2012-09-28,10267.48,False
39929,5,1,2012-10-05,11328.69,False
39930,5,1,2012-10-12,11631.4,False
39931,5,1,2012-10-19,11093.36,False
39932,5,1,2012-10-26,12774.47,False
39933,5,2,2010-02-05,11955.45,False
39934,5,2,2010-02-12,11794.51,True
39935,5,2,2010-02-19,11707.09,False
39936,5,2,2010-02-26,11452.33,False
39937,5,2,2010-03-05,11300.69,False
39938,5,2,2010-03-12,11348.25,False
39939,5,2,2010-03-19,10568.97,False
39940,5,2,2010-03-26,10914.92,False
39941,5,2,2010-04-02,11377.24,False
39942,5,2,2010-04-09,11802.96,False
39943,5,2,2010-04-16,13085.44,False
39944,5,2,2010-04-23,12205.51,False
39945,5,2,2010-04-30,12249.8,False
39946,5,2,2010-05-07,12938.5,False
39947,5,2,2010-05-14,11263.24,False
39948,5,2,2010-05-21,14107.81,False
39949,5,2,2010-05-28,12399.81,False
39950,5,2,2010-06-04,13567.78,False
39951,5,2,2010-06-11,12281.09,False
39952,5,2,2010-06-18,12188.84,False
39953,5,2,2010-06-25,11676.81,False
39954,5,2,2010-07-02,11637.73,False
39955,5,2,2010-07-09,12100.26,False
39956,5,2,2010-07-16,12002.4,False
39957,5,2,2010-07-23,12854.37,False
39958,5,2,2010-07-30,12088.9,False
39959,5,2,2010-08-06,12467.34,False
39960,5,2,2010-08-13,12218.48,False
39961,5,2,2010-08-20,12498.59,False
39962,5,2,2010-08-27,12321.27,False
39963,5,2,2010-09-03,13074.35,False
39964,5,2,2010-09-10,11640.49,True
39965,5,2,2010-09-17,12059.87,False
39966,5,2,2010-09-24,12249.03,False
39967,5,2,2010-10-01,11754.62,False
39968,5,2,2010-10-08,10998.41,False
39969,5,2,2010-10-15,10898.81,False
39970,5,2,2010-10-22,11779.08,False
39971,5,2,2010-10-29,11692.76,False
39972,5,2,2010-11-05,12234.58,False
39973,5,2,2010-11-12,11433.78,False
39974,5,2,2010-11-19,10301.94,False
39975,5,2,2010-11-26,11145.8,True
39976,5,2,2010-12-03,10894.39,False
39977,5,2,2010-12-10,12491.32,False
39978,5,2,2010-12-17,12673.86,False
39979,5,2,2010-12-24,14915.24,False
39980,5,2,2010-12-31,9999.57,True
39981,5,2,2011-01-07,10998.63,False
39982,5,2,2011-01-14,10189.2,False
39983,5,2,2011-01-21,10598.24,False
39984,5,2,2011-01-28,10737.69,False
39985,5,2,2011-02-04,11470.96,False
39986,5,2,2011-02-11,11579.75,True
39987,5,2,2011-02-18,12983.57,False
39988,5,2,2011-02-25,12548.24,False
39989,5,2,2011-03-04,13478.15,False
39990,5,2,2011-03-11,11547.79,False
39991,5,2,2011-03-18,11640.46,False
39992,5,2,2011-03-25,11728.21,False
39993,5,2,2011-04-01,12161.13,False
39994,5,2,2011-04-08,12824.11,False
39995,5,2,2011-04-15,11663.39,False
39996,5,2,2011-04-22,12601.23,False
39997,5,2,2011-04-29,11964.84,False
39998,5,2,2011-05-06,13090.7,False
39999,5,2,2011-05-13,11821.98,False
40000,5,2,2011-05-20,13081.65,False
40001,5,2,2011-05-27,13005.92,False
40002,5,2,2011-06-03,13791.92,False
40003,5,2,2011-06-10,12687.22,False
40004,5,2,2011-06-17,12213.47,False
40005,5,2,2011-06-24,11739.48,False
40006,5,2,2011-07-01,12476.74,False
40007,5,2,2011-07-08,12708.1,False
40008,5,2,2011-07-15,12068.92,False
40009,5,2,2011-07-22,12964.11,False
40010,5,2,2011-07-29,12265.76,False
40011,5,2,2011-08-05,12730.58,False
40012,5,2,2011-08-12,11501.35,False
40013,5,2,2011-08-19,11474.41,False
40014,5,2,2011-08-26,13334.31,False
40015,5,2,2011-09-02,13000.71,False
40016,5,2,2011-09-09,13799.3,True
40017,5,2,2011-09-16,12035.27,False
40018,5,2,2011-09-23,12327.21,False
40019,5,2,2011-09-30,12330.71,False
40020,5,2,2011-10-07,12812.93,False
40021,5,2,2011-10-14,11748.71,False
40022,5,2,2011-10-21,12322.31,False
40023,5,2,2011-10-28,11638.29,False
40024,5,2,2011-11-04,12393.73,False
40025,5,2,2011-11-11,12275.25,False
40026,5,2,2011-11-18,11568.77,False
40027,5,2,2011-11-25,12580.96,True
40028,5,2,2011-12-02,14037.12,False
40029,5,2,2011-12-09,12178.82,False
40030,5,2,2011-12-16,13528.87,False
40031,5,2,2011-12-23,16430.32,False
40032,5,2,2011-12-30,12352.45,True
40033,5,2,2012-01-06,12652.75,False
40034,5,2,2012-01-13,11954.09,False
40035,5,2,2012-01-20,11762.25,False
40036,5,2,2012-01-27,11466.29,False
40037,5,2,2012-02-03,13081.04,False
40038,5,2,2012-02-10,13324.14,True
40039,5,2,2012-02-17,12760.09,False
40040,5,2,2012-02-24,14104.45,False
40041,5,2,2012-03-02,13797.98,False
40042,5,2,2012-03-09,12629.58,False
40043,5,2,2012-03-16,13651.44,False
40044,5,2,2012-03-23,12105.17,False
40045,5,2,2012-03-30,11590.52,False
40046,5,2,2012-04-06,13415.25,False
40047,5,2,2012-04-13,11752.46,False
40048,5,2,2012-04-20,12458.91,False
40049,5,2,2012-04-27,12600.3,False
40050,5,2,2012-05-04,13703.34,False
40051,5,2,2012-05-11,12292.68,False
40052,5,2,2012-05-18,12121.68,False
40053,5,2,2012-05-25,13372.55,False
40054,5,2,2012-06-01,13043.85,False
40055,5,2,2012-06-08,13640.91,False
40056,5,2,2012-06-15,12374.49,False
40057,5,2,2012-06-22,12594.58,False
40058,5,2,2012-06-29,13397.65,False
40059,5,2,2012-07-06,13490.35,False
40060,5,2,2012-07-13,12380.57,False
40061,5,2,2012-07-20,12409.06,False
40062,5,2,2012-07-27,11566.52,False
40063,5,2,2012-08-03,12728.16,False
40064,5,2,2012-08-10,12468.23,False
40065,5,2,2012-08-17,12920.22,False
40066,5,2,2012-08-24,12570.74,False
40067,5,2,2012-08-31,13689.86,False
40068,5,2,2012-09-07,13696.73,True
40069,5,2,2012-09-14,11075.94,False
40070,5,2,2012-09-21,12396.17,False
40071,5,2,2012-09-28,12027.59,False
40072,5,2,2012-10-05,13455.98,False
40073,5,2,2012-10-12,11901.2,False
40074,5,2,2012-10-19,11869.45,False
40075,5,2,2012-10-26,11523.89,False
40076,5,3,2010-02-05,4190.2,False
40077,5,3,2010-02-12,3661.66,True
40078,5,3,2010-02-19,3475.84,False
40079,5,3,2010-02-26,3181.87,False
40080,5,3,2010-03-05,3457.45,False
40081,5,3,2010-03-12,3092.2,False
40082,5,3,2010-03-19,2198.92,False
40083,5,3,2010-03-26,3669.8,False
40084,5,3,2010-04-02,3146.27,False
40085,5,3,2010-04-09,3118.68,False
40086,5,3,2010-04-16,3367.41,False
40087,5,3,2010-04-23,2989.9,False
40088,5,3,2010-04-30,3105.62,False
40089,5,3,2010-05-07,3296.59,False
40090,5,3,2010-05-14,2836.67,False
40091,5,3,2010-05-21,2682.95,False
40092,5,3,2010-05-28,2917.45,False
40093,5,3,2010-06-04,3137.7,False
40094,5,3,2010-06-11,2780.03,False
40095,5,3,2010-06-18,2796.35,False
40096,5,3,2010-06-25,2725.04,False
40097,5,3,2010-07-02,2878.98,False
40098,5,3,2010-07-09,2670.06,False
40099,5,3,2010-07-16,3056.2,False
40100,5,3,2010-07-23,4052.25,False
40101,5,3,2010-07-30,5655.56,False
40102,5,3,2010-08-06,10624.84,False
40103,5,3,2010-08-13,8295.14,False
40104,5,3,2010-08-20,9458.37,False
40105,5,3,2010-08-27,14786.87,False
40106,5,3,2010-09-03,4653.67,False
40107,5,3,2010-09-10,3558.06,True
40108,5,3,2010-09-17,3354.14,False
40109,5,3,2010-09-24,3604.15,False
40110,5,3,2010-10-01,3420.21,False
40111,5,3,2010-10-08,3263.12,False
40112,5,3,2010-10-15,3156.79,False
40113,5,3,2010-10-22,3323.35,False
40114,5,3,2010-10-29,2725.52,False
40115,5,3,2010-11-05,3191.99,False
40116,5,3,2010-11-12,3353.75,False
40117,5,3,2010-11-19,3051.26,False
40118,5,3,2010-11-26,3546.09,True
40119,5,3,2010-12-03,3369.49,False
40120,5,3,2010-12-10,4030.88,False
40121,5,3,2010-12-17,4209.95,False
40122,5,3,2010-12-24,4951.3,False
40123,5,3,2010-12-31,2553.14,True
40124,5,3,2011-01-07,4278.89,False
40125,5,3,2011-01-14,4437.11,False
40126,5,3,2011-01-21,4607.67,False
40127,5,3,2011-01-28,3952.07,False
40128,5,3,2011-02-04,3489.76,False
40129,5,3,2011-02-11,3711.91,True
40130,5,3,2011-02-18,3345.26,False
40131,5,3,2011-02-25,3070.12,False
40132,5,3,2011-03-04,3483.66,False
40133,5,3,2011-03-11,3105.3,False
40134,5,3,2011-03-18,2461.03,False
40135,5,3,2011-03-25,2552.08,False
40136,5,3,2011-04-01,3704.93,False
40137,5,3,2011-04-08,4203.47,False
40138,5,3,2011-04-15,3128.39,False
40139,5,3,2011-04-22,3112.16,False
40140,5,3,2011-04-29,2334.26,False
40141,5,3,2011-05-06,3753.33,False
40142,5,3,2011-05-13,3312.24,False
40143,5,3,2011-05-20,2887.87,False
40144,5,3,2011-05-27,2665.4,False
40145,5,3,2011-06-03,2468.49,False
40146,5,3,2011-06-10,2765.17,False
40147,5,3,2011-06-17,2474.41,False
40148,5,3,2011-06-24,2655.13,False
40149,5,3,2011-07-01,3257.51,False
40150,5,3,2011-07-08,3559.92,False
40151,5,3,2011-07-15,3750.16,False
40152,5,3,2011-07-22,4595.98,False
40153,5,3,2011-07-29,4687.21,False
40154,5,3,2011-08-05,8116.08,False
40155,5,3,2011-08-12,9080.03,False
40156,5,3,2011-08-19,11071.02,False
40157,5,3,2011-08-26,17995.36,False
40158,5,3,2011-09-02,5408.95,False
40159,5,3,2011-09-09,3670.86,True
40160,5,3,2011-09-16,3469.12,False
40161,5,3,2011-09-23,3191.63,False
40162,5,3,2011-09-30,2992.3,False
40163,5,3,2011-10-07,3683.48,False
40164,5,3,2011-10-14,3344.87,False
40165,5,3,2011-10-21,3186.94,False
40166,5,3,2011-10-28,2598.69,False
40167,5,3,2011-11-04,3035.78,False
40168,5,3,2011-11-11,3498.66,False
40169,5,3,2011-11-18,3582.18,False
40170,5,3,2011-11-25,3615.91,True
40171,5,3,2011-12-02,3637.95,False
40172,5,3,2011-12-09,3614.45,False
40173,5,3,2011-12-16,4308.77,False
40174,5,3,2011-12-23,4662.28,False
40175,5,3,2011-12-30,2872.36,True
40176,5,3,2012-01-06,4921.17,False
40177,5,3,2012-01-13,4384.2,False
40178,5,3,2012-01-20,4125.34,False
40179,5,3,2012-01-27,4069.05,False
40180,5,3,2012-02-03,3914.2,False
40181,5,3,2012-02-10,3777.11,True
40182,5,3,2012-02-17,3576.58,False
40183,5,3,2012-02-24,3608.3,False
40184,5,3,2012-03-02,3247.97,False
40185,5,3,2012-03-09,3101.17,False
40186,5,3,2012-03-16,2913.29,False
40187,5,3,2012-03-23,2798.31,False
40188,5,3,2012-03-30,3258.01,False
40189,5,3,2012-04-06,2800.38,False
40190,5,3,2012-04-13,2901.35,False
40191,5,3,2012-04-20,3087.96,False
40192,5,3,2012-04-27,3596.82,False
40193,5,3,2012-05-04,3852.81,False
40194,5,3,2012-05-11,3458.58,False
40195,5,3,2012-05-18,2768.71,False
40196,5,3,2012-05-25,2651.33,False
40197,5,3,2012-06-01,2865.18,False
40198,5,3,2012-06-08,3320.86,False
40199,5,3,2012-06-15,2558.99,False
40200,5,3,2012-06-22,2529.0,False
40201,5,3,2012-06-29,2595.54,False
40202,5,3,2012-07-06,2496.04,False
40203,5,3,2012-07-13,3798.11,False
40204,5,3,2012-07-20,5153.97,False
40205,5,3,2012-07-27,4140.44,False
40206,5,3,2012-08-03,6230.98,False
40207,5,3,2012-08-10,7989.8,False
40208,5,3,2012-08-17,8699.48,False
40209,5,3,2012-08-24,11627.04,False
40210,5,3,2012-08-31,16381.04,False
40211,5,3,2012-09-07,5697.78,True
40212,5,3,2012-09-14,3573.3,False
40213,5,3,2012-09-21,3976.11,False
40214,5,3,2012-09-28,3661.62,False
40215,5,3,2012-10-05,3419.08,False
40216,5,3,2012-10-12,3083.02,False
40217,5,3,2012-10-19,3312.98,False
40218,5,3,2012-10-26,3459.89,False
40219,5,4,2010-02-05,9282.86,False
40220,5,4,2010-02-12,9266.08,True
40221,5,4,2010-02-19,9595.35,False
40222,5,4,2010-02-26,9297.39,False
40223,5,4,2010-03-05,9610.15,False
40224,5,4,2010-03-12,8893.44,False
40225,5,4,2010-03-19,9257.55,False
40226,5,4,2010-03-26,8727.31,False
40227,5,4,2010-04-02,10896.34,False
40228,5,4,2010-04-09,9767.68,False
40229,5,4,2010-04-16,9261.65,False
40230,5,4,2010-04-23,9591.46,False
40231,5,4,2010-04-30,9684.58,False
40232,5,4,2010-05-07,9996.81,False
40233,5,4,2010-05-14,8606.89,False
40234,5,4,2010-05-21,9992.55,False
40235,5,4,2010-05-28,9914.1,False
40236,5,4,2010-06-04,10935.35,False
40237,5,4,2010-06-11,9809.41,False
40238,5,4,2010-06-18,10308.35,False
40239,5,4,2010-06-25,9641.78,False
40240,5,4,2010-07-02,10374.12,False
40241,5,4,2010-07-09,9976.39,False
40242,5,4,2010-07-16,8917.76,False
40243,5,4,2010-07-23,9497.6,False
40244,5,4,2010-07-30,9829.25,False
40245,5,4,2010-08-06,10438.13,False
40246,5,4,2010-08-13,10337.95,False
40247,5,4,2010-08-20,10508.54,False
40248,5,4,2010-08-27,9821.49,False
40249,5,4,2010-09-03,10430.17,False
40250,5,4,2010-09-10,9619.2,True
40251,5,4,2010-09-17,9814.16,False
40252,5,4,2010-09-24,9122.95,False
40253,5,4,2010-10-01,8944.69,False
40254,5,4,2010-10-08,9098.25,False
40255,5,4,2010-10-15,8794.01,False
40256,5,4,2010-10-22,8185.6,False
40257,5,4,2010-10-29,8939.77,False
40258,5,4,2010-11-05,11255.26,False
40259,5,4,2010-11-12,9254.68,False
40260,5,4,2010-11-19,9683.99,False
40261,5,4,2010-11-26,10664.3,True
40262,5,4,2010-12-03,10108.26,False
40263,5,4,2010-12-10,10442.94,False
40264,5,4,2010-12-17,9994.98,False
40265,5,4,2010-12-24,11541.11,False
40266,5,4,2010-12-31,10415.51,True
40267,5,4,2011-01-07,9872.7,False
40268,5,4,2011-01-14,9371.89,False
40269,5,4,2011-01-21,8474.02,False
40270,5,4,2011-01-28,9085.46,False
40271,5,4,2011-02-04,10043.23,False
40272,5,4,2011-02-11,9956.35,True
40273,5,4,2011-02-18,9800.78,False
40274,5,4,2011-02-25,9623.3,False
40275,5,4,2011-03-04,10592.48,False
40276,5,4,2011-03-11,9341.24,False
40277,5,4,2011-03-18,9227.02,False
40278,5,4,2011-03-25,9595.3,False
40279,5,4,2011-04-01,9449.83,False
40280,5,4,2011-04-08,9462.52,False
40281,5,4,2011-04-15,9220.64,False
40282,5,4,2011-04-22,9769.34,False
40283,5,4,2011-04-29,9761.36,False
40284,5,4,2011-05-06,10262.18,False
40285,5,4,2011-05-13,9315.97,False
40286,5,4,2011-05-20,9755.99,False
40287,5,4,2011-05-27,9247.44,False
40288,5,4,2011-06-03,10821.06,False
40289,5,4,2011-06-10,9937.24,False
40290,5,4,2011-06-17,9380.35,False
40291,5,4,2011-06-24,9209.77,False
40292,5,4,2011-07-01,10113.24,False
40293,5,4,2011-07-08,10212.96,False
40294,5,4,2011-07-15,8953.79,False
40295,5,4,2011-07-22,9635.7,False
40296,5,4,2011-07-29,8725.77,False
40297,5,4,2011-08-05,10727.15,False
40298,5,4,2011-08-12,9827.54,False
40299,5,4,2011-08-19,9684.23,False
40300,5,4,2011-08-26,9757.76,False
40301,5,4,2011-09-02,10482.68,False
40302,5,4,2011-09-09,10079.61,True
40303,5,4,2011-09-16,9350.92,False
40304,5,4,2011-09-23,9137.55,False
40305,5,4,2011-09-30,9191.13,False
40306,5,4,2011-10-07,10429.34,False
40307,5,4,2011-10-14,8851.29,False
40308,5,4,2011-10-21,9063.22,False
40309,5,4,2011-10-28,9678.71,False
40310,5,4,2011-11-04,10272.45,False
40311,5,4,2011-11-11,9265.03,False
40312,5,4,2011-11-18,9424.31,False
40313,5,4,2011-11-25,11192.08,True
40314,5,4,2011-12-02,10865.82,False
40315,5,4,2011-12-09,10056.55,False
40316,5,4,2011-12-16,10502.53,False
40317,5,4,2011-12-23,11922.26,False
40318,5,4,2011-12-30,11081.52,True
40319,5,4,2012-01-06,11440.36,False
40320,5,4,2012-01-13,10379.01,False
40321,5,4,2012-01-20,9636.52,False
40322,5,4,2012-01-27,9608.85,False
40323,5,4,2012-02-03,10696.3,False
40324,5,4,2012-02-10,10180.97,True
40325,5,4,2012-02-17,9463.91,False
40326,5,4,2012-02-24,10021.65,False
40327,5,4,2012-03-02,10166.71,False
40328,5,4,2012-03-09,9637.75,False
40329,5,4,2012-03-16,9786.27,False
40330,5,4,2012-03-23,9251.13,False
40331,5,4,2012-03-30,8675.72,False
40332,5,4,2012-04-06,11097.86,False
40333,5,4,2012-04-13,9399.32,False
40334,5,4,2012-04-20,9993.87,False
40335,5,4,2012-04-27,9263.03,False
40336,5,4,2012-05-04,10526.9,False
40337,5,4,2012-05-11,9956.1,False
40338,5,4,2012-05-18,10116.1,False
40339,5,4,2012-05-25,10401.48,False
40340,5,4,2012-06-01,10660.76,False
40341,5,4,2012-06-08,10409.37,False
40342,5,4,2012-06-15,9710.42,False
40343,5,4,2012-06-22,10272.76,False
40344,5,4,2012-06-29,10740.16,False
40345,5,4,2012-07-06,11408.23,False
40346,5,4,2012-07-13,9383.45,False
40347,5,4,2012-07-20,9598.92,False
40348,5,4,2012-07-27,9080.09,False
40349,5,4,2012-08-03,10418.98,False
40350,5,4,2012-08-10,10194.71,False
40351,5,4,2012-08-17,10048.42,False
40352,5,4,2012-08-24,10528.53,False
40353,5,4,2012-08-31,10699.72,False
40354,5,4,2012-09-07,10424.39,True
40355,5,4,2012-09-14,9212.89,False
40356,5,4,2012-09-21,10459.89,False
40357,5,4,2012-09-28,9486.05,False
40358,5,4,2012-10-05,10940.46,False
40359,5,4,2012-10-12,9681.5,False
40360,5,4,2012-10-19,9588.55,False
40361,5,4,2012-10-26,10036.57,False
40362,5,5,2010-02-05,10934.88,False
40363,5,5,2010-02-12,9035.23,True
40364,5,5,2010-02-19,9193.38,False
40365,5,5,2010-02-26,4284.02,False
40366,5,5,2010-03-05,5375.23,False
40367,5,5,2010-03-12,7465.99,False
40368,5,5,2010-03-19,6980.92,False
40369,5,5,2010-03-26,10079.83,False
40370,5,5,2010-04-02,9708.97,False
40371,5,5,2010-04-09,6820.21,False
40372,5,5,2010-04-16,4185.86,False
40373,5,5,2010-04-23,8651.84,False
40374,5,5,2010-04-30,6706.52,False
40375,5,5,2010-05-07,6763.56,False
40376,5,5,2010-05-14,5199.55,False
40377,5,5,2010-05-21,4343.18,False
40378,5,5,2010-05-28,5819.82,False
40379,5,5,2010-06-04,8608.97,False
40380,5,5,2010-06-11,6323.44,False
40381,5,5,2010-06-18,5416.04,False
40382,5,5,2010-06-25,6242.62,False
40383,5,5,2010-07-02,6839.35,False
40384,5,5,2010-07-09,5616.16,False
40385,5,5,2010-07-16,4035.76,False
40386,5,5,2010-07-23,6022.55,False
40387,5,5,2010-07-30,4412.0,False
40388,5,5,2010-08-06,4986.41,False
40389,5,5,2010-08-13,4708.46,False
40390,5,5,2010-08-20,5349.24,False
40391,5,5,2010-08-27,3549.94,False
40392,5,5,2010-09-03,5189.72,False
40393,5,5,2010-09-10,4751.88,True
40394,5,5,2010-09-17,4322.51,False
40395,5,5,2010-09-24,4434.11,False
40396,5,5,2010-10-01,5810.06,False
40397,5,5,2010-10-08,5682.37,False
40398,5,5,2010-10-15,5116.19,False
40399,5,5,2010-10-22,5732.46,False
40400,5,5,2010-10-29,4126.32,False
40401,5,5,2010-11-05,5545.09,False
40402,5,5,2010-11-12,6345.15,False
40403,5,5,2010-11-19,8116.09,False
40404,5,5,2010-11-26,31448.02,True
40405,5,5,2010-12-03,7779.55,False
40406,5,5,2010-12-10,12377.77,False
40407,5,5,2010-12-17,13434.14,False
40408,5,5,2010-12-24,22641.13,False
40409,5,5,2010-12-31,8651.96,True
40410,5,5,2011-01-07,5709.94,False
40411,5,5,2011-01-14,5004.87,False
40412,5,5,2011-01-21,4456.7,False
40413,5,5,2011-01-28,5953.16,False
40414,5,5,2011-02-04,8627.72,False
40415,5,5,2011-02-11,9577.92,True
40416,5,5,2011-02-18,9038.95,False
40417,5,5,2011-02-25,5605.69,False
40418,5,5,2011-03-04,6056.21,False
40419,5,5,2011-03-11,7175.32,False
40420,5,5,2011-03-18,7338.69,False
40421,5,5,2011-03-25,3761.96,False
40422,5,5,2011-04-01,5559.67,False
40423,5,5,2011-04-08,5818.8,False
40424,5,5,2011-04-15,5347.36,False
40425,5,5,2011-04-22,6399.25,False
40426,5,5,2011-04-29,4693.28,False
40427,5,5,2011-05-06,4444.0,False
40428,5,5,2011-05-13,3724.92,False
40429,5,5,2011-05-20,3666.78,False
40430,5,5,2011-05-27,3621.62,False
40431,5,5,2011-06-03,5081.63,False
40432,5,5,2011-06-10,6805.15,False
40433,5,5,2011-06-17,7273.53,False
40434,5,5,2011-06-24,6378.98,False
40435,5,5,2011-07-01,6469.61,False
40436,5,5,2011-07-08,5305.1,False
40437,5,5,2011-07-15,4058.23,False
40438,5,5,2011-07-22,6373.34,False
40439,5,5,2011-07-29,5047.56,False
40440,5,5,2011-08-05,6744.66,False
40441,5,5,2011-08-12,5771.2,False
40442,5,5,2011-08-19,4662.17,False
40443,5,5,2011-08-26,3941.02,False
40444,5,5,2011-09-02,4256.66,False
40445,5,5,2011-09-09,5377.78,True
40446,5,5,2011-09-16,5864.7,False
40447,5,5,2011-09-23,5512.07,False
40448,5,5,2011-09-30,5064.17,False
40449,5,5,2011-10-07,7653.56,False
40450,5,5,2011-10-14,5755.14,False
40451,5,5,2011-10-21,7475.36,False
40452,5,5,2011-10-28,7409.13,False
40453,5,5,2011-11-04,7017.14,False
