Store,Date,Weekly_Sales,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment
23,2010-02-12,1380892.0799999998,39.81,2.548,0.0,0.0,0.0,0.0,0.0,211.80046980000003,6.566
24,2010-02-12,1414107.1,39.81,2.548,0.0,0.0,0.0,0.0,0.0,211.80046980000003,6.566
25,2010-02-12,583364.0199999999,39.81,2.548,0.0,0.0,0.0,0.0,0.0,211.80046980000003,6.566
26,2010-02-12,1015684.09,39.81,2.548,0.0,0.0,0.0,0.0,0.0,211.80046980000003,6.566
27,2010-02-12,1745362.72,39.81,2.548,0.0,0.0,0.0,0.0,0.0,211.80046980000003,6.566
28,2010-02-12,1558968.49,39.81,2.548,0.0,0.0,0.0,0.0,0.0,211.80046980000003,6.566
29,2010-02-12,529672.95,39.81,2.548,0.0,0.0,0.0,0.0,0.0,211.80046980000003,6.566
30,2010-02-12,497374.57,39.81,2.548,0.0,0.0,0.0,0.0,0.0,211.80046980000003,6.566
31,2010-02-12,1543947.2300000002,39.81,2.548,0.0,0.0,0.0,0.0,0.0,211.80046980000003,6.566
32,2010-02-12,1123566.12,39.81,2.548,0.0,0.0,0.0,0.0,0.0,211.80046980000003,6.566
33,2010-02-12,294882.83,39.81,2.548,0.0,0.0,0.0,0.0,0.0,211.80046980000003,6.566
34,2010-02-12,994610.99,39.81,2.548,0.0,0.0,0.0,0.0,0.0,211.80046980000003,6.566
35,2010-02-12,1168815.31,39.81,2.548,0.0,0.0,0.0,0.0,0.0,211.80046980000003,6.566
36,2010-02-12,469563.7,39.81,2.548,0.0,0.0,0.0,0.0,0.0,211.80046980000003,6.566
37,2010-02-12,529852.7,39.81,2.548,0.0,0.0,0.0,0.0,0.0,211.80046980000003,6.566
38,2010-02-12,342214.9,39.81,2.548,0.0,0.0,0.0,0.0,0.0,211.80046980000003,6.566
39,2010-02-12,1266229.07,39.81,2.548,0.0,0.0,0.0,0.0,0.0,211.80046980000003,6.566
40,2010-02-12,955338.29,39.81,2.548,0.0,0.0,0.0,0.0,0.0,211.80046980000003,6.566
41,2010-02-12,1075656.34,39.81,2.548,0.0,0.0,0.0,0.0,0.0,211.80046980000003,6.566
42,2010-02-12,575709.9600000001,39.81,2.548,0.0,0.0,0.0,0.0,0.0,211.80046980000003,6.566
43,2010-02-12,682918.99,39.81,2.548,0.0,0.0,0.0,0.0,0.0,211.80046980000003,6.566
44,2010-02-12,286857.13,39.81,2.548,0.0,0.0,0.0,0.0,0.0,211.80046980000003,6.566
45,2010-02-12,656988.6399999999,39.81,2.548,0.0,0.0,0.0,0.0,0.0,211.80046980000003,6.566
1,2010-02-19,1611968.17,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
2,2010-02-19,2124451.54,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
3,2010-02-19,421642.19,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
4,2010-02-19,2049860.26,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
5,2010-02-19,303447.57,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
6,2010-02-19,1567138.0699999996,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
7,2010-02-19,506760.54,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
8,2010-02-19,963960.37,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
9,2010-02-19,511327.90000000026,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
10,2010-02-19,2113432.58,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
11,2010-02-19,1503298.6999999997,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
12,2010-02-19,1095421.65,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
13,2010-02-19,1970274.64,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
14,2010-02-19,2204556.7,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
15,2010-02-19,660838.75,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
16,2010-02-19,469868.7,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
17,2010-02-19,800714.0,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
18,2010-02-19,1150663.42,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
19,2010-02-19,1515976.11,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
20,2010-02-19,2161549.76,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
21,2010-02-19,867283.25,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
22,2010-02-19,988467.61,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
23,2010-02-19,1319588.0399999998,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
24,2010-02-19,1385362.4899999998,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
25,2010-02-19,676260.6700000003,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
26,2010-02-19,999348.55,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
27,2010-02-19,1945070.33,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
28,2010-02-19,1491300.42,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
29,2010-02-19,542399.0700000001,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
30,2010-02-19,463513.26,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
31,2010-02-19,1473386.75,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
32,2010-02-19,1082559.06,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
33,2010-02-19,296850.83,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
34,2010-02-19,983963.07,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
35,2010-02-19,1270658.64,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
36,2010-02-19,470281.03000000026,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
37,2010-02-19,510382.5,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
38,2010-02-19,327237.92000000004,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
39,2010-02-19,1230591.9700000002,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
40,2010-02-19,916289.2,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
41,2010-02-19,1052034.7399999998,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
42,2010-02-19,508794.87,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
43,2010-02-19,658997.55,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
44,2010-02-19,267956.3,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
45,2010-02-19,841264.0400000002,41.14,2.514,0.0,0.0,0.0,0.0,0.0,211.84712830000004,6.566
1,2010-02-26,1409727.59,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
2,2010-02-26,1865097.27,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
3,2010-02-26,407204.86,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
4,2010-02-26,1925728.8400000003,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
5,2010-02-26,270281.62999999995,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
6,2010-02-26,1432953.21,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
7,2010-02-26,496083.24,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
8,2010-02-26,847592.1099999999,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
9,2010-02-26,473773.27,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
10,2010-02-26,2006774.96,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
11,2010-02-26,1336404.65,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
12,2010-02-26,1048617.17,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
13,2010-02-26,1817850.32,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
14,2010-02-26,2095591.63,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
15,2010-02-26,564883.2,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
16,2010-02-26,443242.17,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
17,2010-02-26,749549.5499999998,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
18,2010-02-26,1068157.45,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
19,2010-02-26,1373270.0599999998,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
20,2010-02-26,1898193.95,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
21,2010-02-26,749597.24,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
22,2010-02-26,899761.48,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
23,2010-02-26,1198709.65,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
24,2010-02-26,1158722.7400000002,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
25,2010-02-26,628516.5700000001,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
26,2010-02-26,855385.01,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
27,2010-02-26,1390934.27,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
28,2010-02-26,1542173.33,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
29,2010-02-26,488417.61,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
30,2010-02-26,472330.71,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
31,2010-02-26,1344354.41,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
32,2010-02-26,1053247.1,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
33,2010-02-26,284052.77,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
34,2010-02-26,905756.13,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
35,2010-02-26,1020651.74,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
36,2010-02-26,447519.44,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
37,2010-02-26,513615.82,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
38,2010-02-26,334222.73,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
39,2010-02-26,1168582.02,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
40,2010-02-26,863917.4099999998,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
41,2010-02-26,991941.73,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
42,2010-02-26,491510.58,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
43,2010-02-26,618702.79,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
44,2010-02-26,273079.07,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
45,2010-02-26,741891.6500000001,46.7,2.5610000000000004,0.0,0.0,0.0,0.0,0.0,211.87714680000005,6.566
1,2010-03-05,1554806.68,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
2,2010-03-05,1991013.13,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
3,2010-03-05,415202.04,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
4,2010-03-05,1971057.44,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
5,2010-03-05,288855.71,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
6,2010-03-05,1601348.82,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
7,2010-03-05,491419.5500000001,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
8,2010-03-05,881503.95,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
9,2010-03-05,507297.88000000006,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
10,2010-03-05,1987090.09,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
11,2010-03-05,1426622.65,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
12,2010-03-05,1077018.2700000005,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
13,2010-03-05,1939980.43,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
14,2010-03-05,2237544.75,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
15,2010-03-05,605325.4300000003,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
16,2010-03-05,444181.85,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
17,2010-03-05,783300.0499999998,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
18,2010-03-05,1179738.5000000002,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
19,2010-03-05,1495844.57,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
20,2010-03-05,2119213.72,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
21,2010-03-05,747444.32,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
22,2010-03-05,1009201.24,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
23,2010-03-05,1311175.93,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
24,2010-03-05,1412387.37,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
25,2010-03-05,665750.06,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
26,2010-03-05,1005669.58,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
27,2010-03-05,1313729.7199999995,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
28,2010-03-05,1608435.4500000004,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
29,2010-03-05,535087.91,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
30,2010-03-05,472591.07,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
31,2010-03-05,1384870.51,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
32,2010-03-05,1066566.74,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
33,2010-03-05,291484.89,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
34,2010-03-05,918295.79,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
35,2010-03-05,1162610.27,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
36,2010-03-05,480203.43000000005,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
37,2010-03-05,519255.67999999993,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
38,2010-03-05,372239.89,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
39,2010-03-05,1266254.2100000002,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
40,2010-03-05,990152.28,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
41,2010-03-05,1063557.49,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
42,2010-03-05,554972.42,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
43,2010-03-05,658600.05,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
44,2010-03-05,284617.27,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
45,2010-03-05,777951.2200000002,48.89,2.625,0.0,0.0,0.0,0.0,0.0,211.9071653,6.566
1,2010-03-12,1439541.59,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
2,2010-03-12,1990483.78,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
3,2010-03-12,384200.69,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
4,2010-03-12,1894324.09,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
5,2010-03-12,297293.59,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
6,2010-03-12,1558621.36,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
7,2010-03-12,480452.1,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
8,2010-03-12,860336.1600000001,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
9,2010-03-12,494145.8,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
10,2010-03-12,1941346.13,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
11,2010-03-12,1331883.16,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
12,2010-03-12,985594.23,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
13,2010-03-12,1840686.94,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
14,2010-03-12,2156035.06,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
15,2010-03-12,604173.5900000001,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
16,2010-03-12,445393.74,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
17,2010-03-12,763961.8199999998,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
18,2010-03-12,1138800.32,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
19,2010-03-12,1467889.2,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
20,2010-03-12,2010974.84,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
21,2010-03-12,712312.89,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
22,2010-03-12,967187.37,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
23,2010-03-12,1408082.9599999997,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
24,2010-03-12,1309340.1599999995,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
25,2010-03-12,660619.9899999999,58.5,2.667,0.0,0.0,0.0,0.0,0.0,211.9371839,6.566
