Store,Date,Weekly_Sales
1,2011-09-09,1540471.2399999998
1,2011-09-16,1514259.7799999998
1,2011-09-23,1380020.27
1,2011-09-30,1394561.83
1,2011-10-07,1630989.95
1,2011-10-14,1493525.93
1,2011-10-21,1502562.7799999998
1,2011-10-28,1445249.0899999999
1,2011-11-04,1697229.58
1,2011-11-11,1594938.8900000001
1,2011-11-18,1539483.7
1,2011-11-25,2033320.6600000001
1,2011-12-02,1584083.95
1,2011-12-09,1799682.38
1,2011-12-16,1881176.67
1,2011-12-23,2270188.99
1,2011-12-30,1497462.7200000002
1,2012-01-06,1550369.92
1,2012-01-13,1459601.1700000002
1,2012-01-20,1394393.84
1,2012-01-27,1319325.59
1,2012-02-03,1636339.65
1,2012-02-10,1802477.4300000002
1,2012-02-17,1819870.0
1,2012-02-24,1539387.83
1,2012-03-02,1688420.76
1,2012-03-09,1675431.16
1,2012-03-16,1677472.7799999998
1,2012-03-23,1511068.0699999998
1,2012-03-30,1649604.63
1,2012-04-06,1899676.88
1,2012-04-13,1621031.7
1,2012-04-20,1521577.87
1,2012-04-27,1468928.3699999996
1,2012-05-04,1684519.9899999998
1,2012-05-11,1611096.05
1,2012-05-18,1595901.8699999999
1,2012-05-25,1555444.5500000005
1,2012-06-01,1624477.5800000003
1,2012-06-08,1697230.9600000002
1,2012-06-15,1630606.9999999998
1,2012-06-22,1527845.81
1,2012-06-29,1540421.4900000002
1,2012-07-06,1769854.16
1,2012-07-13,1527014.04
1,2012-07-20,1497954.76
1,2012-07-27,1439123.71
1,2012-08-03,1631135.7899999998
1,2012-08-10,1592409.97
1,2012-08-17,1597868.05
1,2012-08-24,1494122.3800000001
1,2012-08-31,1582083.4
1,2012-09-07,1661767.33
1,2012-09-14,1517428.8699999999
1,2012-09-21,1506126.06
1,2012-09-28,1437059.26
1,2012-10-05,1670785.9700000002
1,2012-10-12,1573072.81
1,2012-10-19,1508068.77
1,2012-10-26,1493659.74
2,2010-02-05,2136989.46
2,2010-02-12,2137809.5
2,2010-02-19,2124451.54
2,2010-02-26,1865097.27
2,2010-03-05,1991013.13
2,2010-03-12,1990483.7799999998
2,2010-03-19,1946070.88
2,2010-03-26,1750197.81
2,2010-04-02,2066187.72
2,2010-04-09,1954689.21
2,2010-04-16,1874957.9400000002
2,2010-04-23,1821990.93
2,2010-04-30,1802450.2900000003
2,2010-05-07,2042581.71
2,2010-05-14,1880752.36
2,2010-05-21,1896937.0999999999
2,2010-05-28,1957113.89
2,2010-06-04,2102539.9299999997
2,2010-06-11,2025538.7600000002
2,2010-06-18,2001636.96
2,2010-06-25,1939927.0899999999
2,2010-07-02,2003940.64
2,2010-07-09,1880902.6199999999
2,2010-07-16,1845879.79
2,2010-07-23,1781717.7100000002
2,2010-07-30,1804246.16
2,2010-08-06,1991909.9800000002
2,2010-08-13,1895601.05
2,2010-08-20,1964335.23
2,2010-08-27,1863840.49
2,2010-09-03,1904608.09
2,2010-09-10,1839128.83
2,2010-09-17,1793903.6
2,2010-09-24,1724557.2200000002
2,2010-10-01,1827440.43
2,2010-10-08,1849921.4400000002
2,2010-10-15,1794355.49
2,2010-10-22,1737947.6400000001
2,2010-10-29,1802755.1099999999
2,2010-11-05,1939061.4100000001
2,2010-11-12,1916812.74
2,2010-11-19,1956739.17
2,2010-11-26,2658725.29
2,2010-12-03,2015781.2699999998
2,2010-12-10,2378726.55
2,2010-12-17,2609166.75
2,2010-12-24,3436007.6799999997
2,2010-12-31,1750434.5499999998
2,2011-01-07,1758050.79
2,2011-01-14,1744193.58
2,2011-01-21,1751384.9
2,2011-01-28,1695371.6800000002
2,2011-02-04,1929346.23
2,2011-02-11,2168041.61
2,2011-02-18,2080884.8199999996
2,2011-02-25,1833511.0800000003
2,2011-03-04,1981607.78
2,2011-03-11,1879107.31
2,2011-03-18,1902557.6600000001
2,2011-03-25,1766162.05
2,2011-04-01,1800171.36
2,2011-04-08,1847552.6099999999
2,2011-04-15,1856467.8399999996
2,2011-04-22,1886339.5999999996
2,2011-04-29,1745545.28
2,2011-05-06,1837743.6
2,2011-05-13,1838513.07
2,2011-05-20,1688281.8599999999
2,2011-05-27,1797732.5599999998
2,2011-06-03,1933756.21
2,2011-06-10,1929153.1600000001
2,2011-06-17,1953771.9900000002
2,2011-06-24,1790925.8000000003
2,2011-07-01,1866243.0
2,2011-07-08,1853161.99
2,2011-07-15,1785187.2900000003
2,2011-07-22,1743816.4100000001
2,2011-07-29,1680693.06
2,2011-08-05,1876704.26
2,2011-08-12,1812768.26
2,2011-08-19,1844094.5899999999
2,2011-08-26,1821139.9100000001
2,2011-09-02,1809119.7
2,2011-09-09,1748000.65
2,2011-09-16,1691439.52
2,2011-09-23,1669299.7799999998
2,2011-09-30,1650394.4400000002
2,2011-10-07,1837553.4299999997
2,2011-10-14,1743882.1900000002
2,2011-10-21,1834680.2500000002
2,2011-10-28,1769296.25
2,2011-11-04,1959707.9000000004
2,2011-11-11,1920725.15
2,2011-11-18,1902762.5
2,2011-11-25,2614202.3
2,2011-12-02,1954951.9999999998
2,2011-12-09,2290549.3200000003
2,2011-12-16,2432736.52
2,2011-12-23,3224369.8000000003
2,2011-12-30,1874226.52
2,2012-01-06,1799520.14
2,2012-01-13,1744725.48
2,2012-01-20,1711769.11
2,2012-01-27,1660906.1400000001
2,2012-02-03,1935299.94
2,2012-02-10,2103322.6799999997
2,2012-02-17,2196688.46
2,2012-02-24,1861802.7
2,2012-03-02,1952555.6600000001
2,2012-03-09,1937628.2599999998
2,2012-03-16,1976082.1300000001
2,2012-03-23,1790439.1600000001
2,2012-03-30,1857480.84
2,2012-04-06,2129035.91
2,2012-04-13,1935869.0999999999
2,2012-04-20,1847344.45
2,2012-04-27,1764133.09
2,2012-05-04,1923957.09
2,2012-05-11,1917520.99
2,2012-05-18,2000940.67
2,2012-05-25,1912791.09
2,2012-06-01,1910092.37
2,2012-06-08,2010216.49
2,2012-06-15,1962924.3
2,2012-06-22,1887733.2100000002
2,2012-06-29,1881046.1200000003
2,2012-07-06,2041507.4000000001
2,2012-07-13,1830075.1299999997
2,2012-07-20,1819666.46
2,2012-07-27,1757923.88
2,2012-08-03,1946104.64
2,2012-08-10,1866719.96
2,2012-08-17,1928016.0100000002
2,2012-08-24,1876788.1500000001
2,2012-08-31,1947083.3
2,2012-09-07,1898777.0700000003
2,2012-09-14,1814806.63
2,2012-09-21,1829415.6700000002
2,2012-09-28,1746470.5599999998
2,2012-10-05,1998321.04
2,2012-10-12,1900745.13
2,2012-10-19,1847990.4100000001
2,2012-10-26,1834458.35
3,2010-02-05,461622.22000000003
3,2010-02-12,420728.95999999996
3,2010-02-19,421642.19
3,2010-02-26,407204.86000000004
3,2010-03-05,415202.04000000004
3,2010-03-12,384200.69
3,2010-03-19,375328.58999999997
3,2010-03-26,359949.27
3,2010-04-02,423294.4
3,2010-04-09,415870.28
3,2010-04-16,354993.26
3,2010-04-23,339976.65
3,2010-04-30,361248.38999999996
3,2010-05-07,399323.86000000004
3,2010-05-14,384357.94000000006
3,2010-05-21,343763.17000000004
3,2010-05-28,350089.2299999999
3,2010-06-04,396968.8
3,2010-06-11,355017.08999999997
3,2010-06-18,364076.85
3,2010-06-25,357346.48000000004
3,2010-07-02,381151.72000000003
3,2010-07-09,349214.1800000001
3,2010-07-16,352728.7799999999
3,2010-07-23,352864.49
3,2010-07-30,347955.05
3,2010-08-06,402635.76
3,2010-08-13,339597.37999999995
3,2010-08-20,351728.21
3,2010-08-27,362134.09
3,2010-09-03,366473.97
3,2010-09-10,352260.9699999999
3,2010-09-17,363064.64
3,2010-09-24,355626.87000000005
3,2010-10-01,358784.1
3,2010-10-08,395107.35
3,2010-10-15,345584.39
3,2010-10-22,348895.98000000004
3,2010-10-29,348591.74
3,2010-11-05,423175.56
3,2010-11-12,386635.03
3,2010-11-19,372545.31999999995
3,2010-11-26,565567.8400000001
3,2010-12-03,476420.77
3,2010-12-10,467642.03
3,2010-12-17,498159.39
3,2010-12-24,605990.41
3,2010-12-31,382677.76000000007
3,2011-01-07,378241.33999999997
3,2011-01-14,381061.1
3,2011-01-21,350876.7
3,2011-01-28,364866.24
3,2011-02-04,438516.52999999997
3,2011-02-11,430526.20999999996
3,2011-02-18,432782.0999999999
3,2011-02-25,397211.19
3,2011-03-04,437084.51
3,2011-03-11,404753.2999999999
3,2011-03-18,392109.50999999995
3,2011-03-25,380683.6699999999
3,2011-04-01,374556.08
3,2011-04-08,384075.30999999994
3,2011-04-15,366250.68999999994
3,2011-04-22,391860.04000000015
3,2011-04-29,367405.3999999999
3,2011-05-06,413042.12
3,2011-05-13,386312.68
3,2011-05-20,364603.13
3,2011-05-27,369350.6
3,2011-06-03,394507.83999999997
3,2011-06-10,391638.75
3,2011-06-17,403423.33999999997
3,2011-06-24,385520.71
3,2011-07-01,368962.72
3,2011-07-08,395146.23999999993
3,2011-07-15,373454.3300000001
3,2011-07-22,360617.36999999994
3,2011-07-29,345381.29
3,2011-08-05,409981.25
3,2011-08-12,380376.85000000003
3,2011-08-19,379716.91
3,2011-08-26,366367.55000000005
3,2011-09-02,375988.69000000006
3,2011-09-09,377347.49
3,2011-09-16,375629.50999999995
3,2011-09-23,365248.94
3,2011-09-30,368477.93000000005
3,2011-10-07,403342.4
3,2011-10-14,368282.56999999995
3,2011-10-21,394976.36
3,2011-10-28,389540.62
3,2011-11-04,459443.22000000003
3,2011-11-11,407764.25
3,2011-11-18,398838.97
3,2011-11-25,556925.19
3,2011-12-02,472511.32
3,2011-12-09,468772.80000000005
3,2011-12-16,510747.62000000005
3,2011-12-23,551221.21
3,2011-12-30,410553.88
3,2012-01-06,398178.20999999996
3,2012-01-13,367438.62000000005
3,2012-01-20,365818.61
3,2012-01-27,349518.1
3,2012-02-03,424960.66000000003
3,2012-02-10,473292.47
3,2012-02-17,475591.07999999996
3,2012-02-24,418925.47000000003
3,2012-03-02,469752.55999999994
3,2012-03-09,445162.05
3,2012-03-16,411775.8
3,2012-03-23,413907.25
3,2012-03-30,407488.83999999997
3,2012-04-06,503232.12999999995
3,2012-04-13,420789.74000000005
3,2012-04-20,434822.13
3,2012-04-27,394616.11000000004
3,2012-05-04,439913.57000000007
3,2012-05-11,431985.36
3,2012-05-18,418112.76
3,2012-05-25,413701.2900000001
3,2012-06-01,432268.5300000001
3,2012-06-08,446336.79999999993
3,2012-06-15,442074.79000000004
3,2012-06-22,419497.95000000007
3,2012-06-29,422965.33
3,2012-07-06,411206.50000000006
3,2012-07-13,416913.10000000003
3,2012-07-20,432424.85
3,2012-07-27,389427.89999999997
3,2012-08-03,419990.2899999999
3,2012-08-10,391811.6
3,2012-08-17,394918.83
3,2012-08-24,412449.67000000004
3,2012-08-31,408838.73
3,2012-09-07,408229.73
3,2012-09-14,407589.16
3,2012-09-21,414392.09
3,2012-09-28,389813.02
3,2012-10-05,443557.65
3,2012-10-12,410804.39
3,2012-10-19,424513.07999999996
3,2012-10-26,405432.69999999995
4,2010-02-05,2135143.8699999996
4,2010-02-12,2188307.39
4,2010-02-19,2049860.2600000002
4,2010-02-26,1925728.8400000003
4,2010-03-05,1971057.44
4,2010-03-12,1894324.09
4,2010-03-19,1897429.3599999999
4,2010-03-26,1762539.2999999998
4,2010-04-02,1979247.12
4,2010-04-09,1818452.72
4,2010-04-16,1851519.6900000002
4,2010-04-23,1802677.9000000001
4,2010-04-30,1817273.28
4,2010-05-07,2000626.1400000001
4,2010-05-14,1875597.28
4,2010-05-21,1903752.6
4,2010-05-28,1857533.6999999997
4,2010-06-04,1903290.5799999998
4,2010-06-11,1870619.23
4,2010-06-18,1929736.3500000003
4,2010-06-25,1846651.9499999997
4,2010-07-02,1881337.21
4,2010-07-09,1812208.22
4,2010-07-16,1898427.6600000004
4,2010-07-23,1848426.7800000003
4,2010-07-30,1796637.6099999999
4,2010-08-06,1907638.58
4,2010-08-13,2007050.7499999998
4,2010-08-20,1997181.09
4,2010-08-27,1848403.9200000002
4,2010-09-03,1935857.58
4,2010-09-10,1865820.8099999998
4,2010-09-17,1899959.61
4,2010-09-24,1810684.6800000002
4,2010-10-01,1842821.0199999998
4,2010-10-08,1951494.85
4,2010-10-15,1867345.0899999999
4,2010-10-22,1927610.0599999998
4,2010-10-29,1933332.9999999998
4,2010-11-05,2013115.7899999998
4,2010-11-12,1999794.2600000002
4,2010-11-19,2097809.4000000004
4,2010-11-26,2789469.45
4,2010-12-03,2102530.17
4,2010-12-10,2302504.86
4,2010-12-17,2740057.1399999997
4,2010-12-24,3526713.3900000006
4,2010-12-31,1794868.74
4,2011-01-07,1862476.27
4,2011-01-14,1865502.4600000002
4,2011-01-21,1886393.94
4,2011-01-28,1814240.85
4,2011-02-04,2119086.04
4,2011-02-11,2187847.29
4,2011-02-18,2316495.56
4,2011-02-25,2078094.69
4,2011-03-04,2103455.75
4,2011-03-11,2039818.41
4,2011-03-18,2116475.38
4,2011-03-25,1944164.3199999998
4,2011-04-01,1900246.47
4,2011-04-08,2074953.4600000002
4,2011-04-15,1960587.7599999998
4,2011-04-22,2220600.76
4,2011-04-29,1878167.44
4,2011-05-06,2063682.76
4,2011-05-13,2002362.37
4,2011-05-20,2015563.48
4,2011-05-27,1986597.9500000002
4,2011-06-03,2065377.1500000001
4,2011-06-10,2073951.3800000001
4,2011-06-17,2141210.62
4,2011-06-24,2008344.9200000002
4,2011-07-01,2051533.53
4,2011-07-08,2066541.8600000003
4,2011-07-15,2049046.9500000002
4,2011-07-22,2036231.3900000001
4,2011-07-29,1989674.0699999998
4,2011-08-05,2160057.3899999997
4,2011-08-12,2105668.74
4,2011-08-19,2232892.1000000006
4,2011-08-26,1988490.21
4,2011-09-02,2078420.31
4,2011-09-09,2093139.01
4,2011-09-16,2075577.33
4,2011-09-23,2031406.4100000004
4,2011-09-30,1929486.63
4,2011-10-07,2166737.65
4,2011-10-14,2074548.85
4,2011-10-21,2207742.13
4,2011-10-28,2151659.59
4,2011-11-04,2281217.31
4,2011-11-11,2203028.96
4,2011-11-18,2243946.59
4,2011-11-25,3004702.33
4,2011-12-02,2180999.26
4,2011-12-09,2508955.2399999998
4,2011-12-16,2771397.17
4,2011-12-23,3676388.9799999995
4,2011-12-30,2007105.8599999999
4,2012-01-06,2047766.07
4,2012-01-13,1941676.61
4,2012-01-20,2005097.76
4,2012-01-27,1928720.5099999998
4,2012-02-03,2173373.91
4,2012-02-10,2374660.6399999997
4,2012-02-17,2427640.1699999995
4,2012-02-24,2226662.17
4,2012-03-02,2206319.8999999994
4,2012-03-09,2202450.81
4,2012-03-16,2214967.440000001
4,2012-03-23,2091592.54
4,2012-03-30,2089381.77
4,2012-04-06,2470206.13
4,2012-04-13,2105301.39
4,2012-04-20,2144336.89
4,2012-04-27,2064065.6600000001
4,2012-05-04,2196968.33
4,2012-05-11,2127661.17
4,2012-05-18,2207214.81
4,2012-05-25,2154137.67
4,2012-06-01,2179360.9399999995
4,2012-06-08,2245257.1799999997
4,2012-06-15,2234190.93
4,2012-06-22,2197299.6500000004
4,2012-06-29,2128362.92
4,2012-07-06,2224499.28
4,2012-07-13,2100252.61
4,2012-07-20,2175563.6900000004
4,2012-07-27,2048613.6500000001
4,2012-08-03,2174514.13
4,2012-08-10,2193367.69
4,2012-08-17,2283540.3000000003
4,2012-08-24,2125241.68
4,2012-08-31,2081181.35
4,2012-09-07,2125104.7199999997
4,2012-09-14,2117854.6
4,2012-09-21,2119438.5300000003
4,2012-09-28,2027620.23
4,2012-10-05,2209835.4299999997
4,2012-10-12,2133026.0700000003
4,2012-10-19,2097266.8499999996
4,2012-10-26,2149594.46
5,2010-02-05,317173.10000000003
5,2010-02-12,311825.7
5,2010-02-19,303447.57
5,2010-02-26,270281.62999999995
5,2010-03-05,288855.70999999996
5,2010-03-12,297293.59
5,2010-03-19,281706.41000000003
5,2010-03-26,273282.97
5,2010-04-02,331406.0
5,2010-04-09,328020.48999999993
5,2010-04-16,306858.69000000006
5,2010-04-23,288839.73
5,2010-04-30,298697.83999999997
5,2010-05-07,333522.6000000001
5,2010-05-14,296673.77
5,2010-05-21,301615.49
5,2010-05-28,310013.11000000004
5,2010-06-04,337825.89
5,2010-06-11,296641.91000000003
5,2010-06-18,313795.6
5,2010-06-25,295257.3000000001
5,2010-07-02,305993.27
5,2010-07-09,291808.87000000005
5,2010-07-16,280701.7
5,2010-07-23,274742.63
5,2010-07-30,268929.02999999997
5,2010-08-06,303043.02
5,2010-08-13,286477.35
5,2010-08-20,287205.37999999995
5,2010-08-27,288519.75
5,2010-09-03,323798.00000000006
5,2010-09-10,306533.07999999996
5,2010-09-17,282558.65
5,2010-09-24,293131.58
5,2010-10-01,283178.12
5,2010-10-08,290494.85
5,2010-10-15,280681.2
5,2010-10-22,284988.27
5,2010-10-29,278031.80999999994
5,2010-11-05,325310.29999999993
5,2010-11-12,301827.3600000001
5,2010-11-19,297384.8100000001
5,2010-11-26,488362.61
5,2010-12-03,344490.87999999995
5,2010-12-10,352811.53
5,2010-12-17,367801.19
5,2010-12-24,466010.25
5,2010-12-31,298180.17999999993
5,2011-01-07,286347.26
5,2011-01-14,260636.71
5,2011-01-21,275313.34
5,2011-01-28,279088.3900000001
5,2011-02-04,329613.19999999995
5,2011-02-11,311590.54000000004
5,2011-02-18,356622.61
5,2011-02-25,294659.49999999994
5,2011-03-04,329033.66000000003
5,2011-03-11,293098.1
5,2011-03-18,312177.67
5,2011-03-25,294732.5
5,2011-04-01,314316.55
5,2011-04-08,307333.62
5,2011-04-15,307913.58
5,2011-04-22,328415.44
5,2011-04-29,307291.56
5,2011-05-06,322904.68
5,2011-05-13,290930.01
5,2011-05-20,299614.33000000013
5,2011-05-27,297149.69
5,2011-06-03,329183.92000000004
5,2011-06-10,304984.14
5,2011-06-17,304811.81999999995
5,2011-06-24,302881.64
5,2011-07-01,327093.89
5,2011-07-08,310804.93000000005
5,2011-07-15,283248.62
5,2011-07-22,292539.73000000004
5,2011-07-29,275142.17000000004
5,2011-08-05,317738.56
5,2011-08-12,289886.16
5,2011-08-19,303643.84
5,2011-08-26,310338.17
5,2011-09-02,315645.53
5,2011-09-09,321110.22000000003
5,2011-09-16,278529.71
5,2011-09-23,291024.98
5,2011-09-30,292315.37999999995
5,2011-10-07,309111.47
5,2011-10-14,286117.72
5,2011-10-21,306069.18
5,2011-10-28,307035.11000000004
5,2011-11-04,353652.23
5,2011-11-11,311906.69999999995
5,2011-11-18,307944.37
5,2011-11-25,507900.07
5,2011-12-02,376225.61
5,2011-12-09,367433.7700000001
5,2011-12-16,379530.3000000001
5,2011-12-23,458562.24000000005
5,2011-12-30,349624.88
5,2012-01-06,312078.70999999996
5,2012-01-13,291454.52
5,2012-01-20,287523.98
5,2012-01-27,295974.22
5,2012-02-03,333948.0
5,2012-02-10,349239.88
5,2012-02-17,356427.98000000004
5,2012-02-24,312220.47000000003
5,2012-03-02,359206.20999999996
5,2012-03-09,347295.60000000003
5,2012-03-16,339392.54000000004
5,2012-03-23,321299.99
5,2012-03-30,331318.73000000004
5,2012-04-06,402985.7
5,2012-04-13,351832.03
5,2012-04-20,330063.06
5,2012-04-27,324839.74
5,2012-05-04,360932.69
5,2012-05-11,333870.5200000001
5,2012-05-18,336189.66000000003
5,2012-05-25,341994.47999999986
5,2012-06-01,359867.8
5,2012-06-08,341704.59
5,2012-06-15,327383.6400000001
5,2012-06-22,325041.67999999993
5,2012-06-29,329658.1
5,2012-07-06,341214.43
5,2012-07-13,316203.63999999996
5,2012-07-20,321205.12
5,2012-07-27,306827.36000000004
5,2012-08-03,324195.17
5,2012-08-10,306759.7
5,2012-08-17,314014.17999999993
5,2012-08-24,320831.36
5,2012-08-31,344642.01
5,2012-09-07,350648.91000000003
5,2012-09-14,299800.67000000004
5,2012-09-21,307306.76000000007
5,2012-09-28,310141.68
5,2012-10-05,343048.2899999999
5,2012-10-12,325345.41000000003
5,2012-10-19,313358.14999999997
5,2012-10-26,319550.77
6,2010-02-05,1652635.0999999999
6,2010-02-12,1606283.86
6,2010-02-19,1567138.0699999998
6,2010-02-26,1432953.21
6,2010-03-05,1601348.82
6,2010-03-12,1558621.3599999999
6,2010-03-19,1693058.9100000001
6,2010-03-26,1472033.3800000001
6,2010-04-02,1770333.9
6,2010-04-09,1667181.8199999998
6,2010-04-16,1519846.3599999999
6,2010-04-23,1540435.99
6,2010-04-30,1498080.16
6,2010-05-07,1619920.0400000003
6,2010-05-14,1524059.4
6,2010-05-21,1531938.44
6,2010-05-28,1644470.66
6,2010-06-04,1857380.09
6,2010-06-11,1685652.35
6,2010-06-18,1677248.2399999998
6,2010-06-25,1640681.8800000004
6,2010-07-02,1759777.25
6,2010-07-09,1690317.9900000002
6,2010-07-16,1560120.7999999998
6,2010-07-23,1585240.92
6,2010-07-30,1532308.7800000003
6,2010-08-06,1633241.59
6,2010-08-13,1547654.9800000002
6,2010-08-20,1539930.5
6,2010-08-27,1450766.12
6,2010-09-03,1510925.3199999996
6,2010-09-10,1424225.4399999997
6,2010-09-17,1308537.7499999998
6,2010-09-24,1275591.8400000003
6,2010-10-01,1328468.89
6,2010-10-08,1360317.9000000001
6,2010-10-15,1344580.9200000004
6,2010-10-22,1332716.5299999998
6,2010-10-29,1385323.7000000002
6,2010-11-05,1505442.15
6,2010-11-12,1495536.4600000002
6,2010-11-19,1518841.4499999997
6,2010-11-26,2267452.4
6,2010-12-03,1677067.2399999998
6,2010-12-10,1834737.58
6,2010-12-17,2090268.9499999997
6,2010-12-24,2727575.1799999997
6,2010-12-31,1464050.02
6,2011-01-07,1350441.6800000002
6,2011-01-14,1306194.5500000003
6,2011-01-21,1261253.1800000002
6,2011-01-28,1287034.7
6,2011-02-04,1514999.1700000004
6,2011-02-11,1486920.1699999995
6,2011-02-18,1572117.5400000003
6,2011-02-25,1422600.43
6,2011-03-04,1502617.99
6,2011-03-11,1494497.39
6,2011-03-18,1685375.47
6,2011-03-25,1438465.81
6,2011-04-01,1459276.77
6,2011-04-08,1534594.0
6,2011-04-15,1448797.02
6,2011-04-22,1639358.9300000002
6,2011-04-29,1479249.9
6,2011-05-06,1504651.57
6,2011-05-13,1453185.65
6,2011-05-20,1382783.83
6,2011-05-27,1523979.11
6,2011-06-03,1705506.29
6,2011-06-10,1598643.6500000004
6,2011-06-17,1622150.33
6,2011-06-24,1543365.9
6,2011-07-01,1694551.1499999997
6,2011-07-08,1709373.6199999999
6,2011-07-15,1526801.2399999998
6,2011-07-22,1526506.0799999998
6,2011-07-29,1483991.0500000003
6,2011-08-05,1601584.57
6,2011-08-12,1484995.3800000001
6,2011-08-19,1493544.04
6,2011-08-26,1420405.41
6,2011-09-02,1481618.74
6,2011-09-09,1483574.38
6,2011-09-16,1351407.7900000003
6,2011-09-23,1336044.7500000002
6,2011-09-30,1307551.9200000004
6,2011-10-07,1481739.2000000002
6,2011-10-14,1386520.9899999998
6,2011-10-21,1417922.37
6,2011-10-28,1419445.12
6,2011-11-04,1523420.3800000001
6,2011-11-11,1536176.5399999998
6,2011-11-18,1524390.0699999998
6,2011-11-25,2249811.55
6,2011-12-02,1688531.34
6,2011-12-09,1903385.1400000001
6,2011-12-16,2034695.5600000003
6,2011-12-23,2644633.02
6,2011-12-30,1598080.52
6,2012-01-06,1395339.7100000002
6,2012-01-13,1344243.17
6,2012-01-20,1326255.7
6,2012-01-27,1315610.66
6,2012-02-03,1496305.78
6,2012-02-10,1620603.92
6,2012-02-17,1632616.0899999999
6,2012-02-24,1465187.71
6,2012-03-02,1550385.6500000001
6,2012-03-09,1569304.4000000001
6,2012-03-16,1748010.2899999996
6,2012-03-23,1495143.6199999999
6,2012-03-30,1508933.2599999995
6,2012-04-06,1840131.19
6,2012-04-13,1616394.4499999997
6,2012-04-20,1456073.24
6,2012-04-27,1456221.0999999994
6,2012-05-04,1543461.12
6,2012-05-11,1517075.6700000002
6,2012-05-18,1513635.6400000001
6,2012-05-25,1603793.4200000002
6,2012-06-01,1681121.38
6,2012-06-08,1696619.52
6,2012-06-15,1642247.4799999995
6,2012-06-22,1618272.2499999998
6,2012-06-29,1648863.46
6,2012-07-06,1876359.3900000001
6,2012-07-13,1588142.26
6,2012-07-20,1574361.97
6,2012-07-27,1513229.1600000001
6,2012-08-03,1627274.93
6,2012-08-10,1588380.73
6,2012-08-17,1543049.5200000005
6,2012-08-24,1501095.49
6,2012-08-31,1577439.81
6,2012-09-07,1608077.0099999998
6,2012-09-14,1375166.86
6,2012-09-21,1425603.65
6,2012-09-28,1369131.46
6,2012-10-05,1518177.71
6,2012-10-12,1459396.8399999999
6,2012-10-19,1436883.99
6,2012-10-26,1431426.34
7,2010-02-05,496725.44
7,2010-02-12,524104.92000000004
7,2010-02-19,506760.54
7,2010-02-26,496083.24
7,2010-03-05,491419.55000000005
7,2010-03-12,480452.1
7,2010-03-19,574450.2300000001
7,2010-03-26,514731.60000000003
7,2010-04-02,561145.1400000001
7,2010-04-09,484263.24999999994
7,2010-04-16,406228.19
7,2010-04-23,404751.25000000006
7,2010-04-30,373655.61
7,2010-05-07,395453.83
7,2010-05-14,372673.61000000004
7,2010-05-21,395195.64999999997
7,2010-05-28,442734.55
